monster	display_name	boss	level	health	mana	actions	draw	preferred_starting_cards	starting_equipment	rule_deck	generated_attack_slots	generated_attack_cards	final_deck	health_source
Mage	Mage	False	5	15	15	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard	12	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Mage	Mage	False	6	22	18	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration	12	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Mage	Mage	False	7	30	21	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Blizzard	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Blizzard,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Mage	Mage	False	8	41	24	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Blizzard,JasrasTome,Freeze	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Blizzard,JasrasTome,Freeze,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Mage	Mage	False	9	52	27	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Blizzard,JasrasTome,Freeze,ManaSwell,JasrasEmerald	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Blizzard,JasrasTome,Freeze,ManaSwell,JasrasEmerald,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Mage	Mage	False	10	63	30	1	2	FrostBolt	Staff,JasrasTome	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Blizzard,JasrasTome,Freeze,ManaSwell,JasrasEmerald,Conflagration	17	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	FlameCharge,FlameCharge,FrostCharge,FrostCharge,FireShape,FrostBolt,ManaSurge,Blur,Staff,Blur,Meteor,FrostBolt,Blizzard,ManaSurge,Inspiration,Blizzard,JasrasTome,Freeze,ManaSwell,JasrasEmerald,Conflagration,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Magmadon	Magmadon	True	4	30	0	1	2	Burn,Burn2	Armor	Burn,Burn,Burn	11	Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Burn,Burn,Burn,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Magmadon	Magmadon	True	5	40	0	1	2	Burn,Burn2	Armor	Burn,Burn,Burn	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Burn,Burn,Burn,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Magmadon	Magmadon	True	6	60	0	1	2	Burn,Burn2	Armor	Burn,Burn,Burn	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	Burn,Burn,Burn,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Magmadon	Magmadon	True	7	80	0	1	2	Burn,Burn2	Armor	Burn,Burn,Burn,Stoneskin,Stoneskin	16	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Burn,Burn,Burn,Stoneskin,Stoneskin,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Magmadon	Magmadon	True	8	110	0	1	2	Burn,Burn2	Armor	Burn,Burn,Burn,Stoneskin,Stoneskin	16	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Burn,Burn,Burn,Stoneskin,Stoneskin,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Magmadon	Magmadon	True	9	140	0	1	2	Burn,Burn2	Armor	Burn2,Burn2,Burn,Stoneskin,Stoneskin	16	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Burn2,Burn2,Burn,Stoneskin,Stoneskin,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Magmadon	Magmadon	True	10	170	0	1	2	Burn,Burn2	Armor	Burn2,Burn2,Burn,Stoneskin,Stoneskin,Armor	18	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	Burn2,Burn2,Burn,Stoneskin,Stoneskin,Armor,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Medusa	Medusa	False	4	15	0	2	2	Stone		Stone,Stone,Stone,Stone,Gaze,Gaze	13	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Stone,Stone,Stone,Stone,Gaze,Gaze,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Medusa	Medusa	False	5	20	0	2	2	Stone		Stone,Stone,Stone,Stone,Gaze,Gaze	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Stone,Stone,Stone,Stone,Gaze,Gaze,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Medusa	Medusa	False	6	30	0	2	2	Stone		Stone,Stone,Stone,Stone,Gaze,Gaze,Stoneskin	15	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	Stone,Stone,Stone,Stone,Gaze,Gaze,Stoneskin,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Medusa	Medusa	False	7	40	0	2	2	Stone		Stone,Stone,Stone,Stone,Gaze,Gaze,Stoneskin	18	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Stone,Stone,Stone,Stone,Gaze,Gaze,Stoneskin,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Mime	Mime	True	4	37	0	1	2	VampireSword,Reenact		Reenact,Reenact,Reenact,Reenact,Reenact,VampireSword	12	Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Reenact,Reenact,Reenact,Reenact,Reenact,VampireSword,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Mime	Mime	True	5	50	0	1	2	VampireSword,Reenact		Reenact,Reenact,Reenact,Reenact,Reenact,VampireSword	14	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Reenact,Reenact,Reenact,Reenact,Reenact,VampireSword,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Mime	Mime	True	6	75	0	1	2	VampireSword,Reenact		Reenact,Reenact,Reenact,Reenact,Reenact,VampireSword	14	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	Reenact,Reenact,Reenact,Reenact,Reenact,VampireSword,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3	HealthValue * health_mult
Mime	Mime	True	7	100	0	1	2	VampireSword,Reenact		Reenact,Reenact,Reenact,Reenact,Reenact,VampireSword	17	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	Reenact,Reenact,Reenact,Reenact,Reenact,VampireSword,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
MimicMonster	Mimic	False	5	10	0	2	2	CoinToss		CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction,MimicAction	22	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction,MimicAction,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
MimicMonster	Mimic	False	6	15	0	2	2	CoinToss		CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction,MimicAction,CoinToss	22	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3	CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction,MimicAction,CoinToss,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
MimicMonster	Mimic	False	7	20	0	2	2	CoinToss		CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,MimicAction,CoinToss,CoinToss	25	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,MimicAction,CoinToss,CoinToss,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
MimicMonster	Mimic	False	8	27	0	2	2	CoinToss		CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,MimicAction2,CoinToss,CoinToss,CoinToss	25	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4,Attack4	CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,MimicAction2,CoinToss,CoinToss,CoinToss,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
MimicMonster	Mimic	False	9	35	0	2	2	CoinToss		CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,MimicAction2,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2	25	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,MimicAction2,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
MimicMonster	Mimic	False	10	42	0	2	2	CoinToss		CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,MimicAction2,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,CoinToss	27	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4,Attack4	CoinToss,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,MimicAction2,CoinToss,CoinToss,CoinToss,CoinToss,MimicAction2,CoinToss,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4,Attack4,Attack4,Attack4	HealthValue * health_mult
Ooze	Ooze	False	1	4	0	1	2	Digest		Digest,Digest	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Digest,Digest,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Ooze	Ooze	False	2	7	0	1	2	Digest		Digest,Digest	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	Digest,Digest,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
Ooze	Ooze	False	3	10	0	1	2	Digest		Digest,Digest	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Digest,Digest,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Ooze	Ooze	False	4	15	0	1	2	Digest		Digest,Digest	13	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Digest,Digest,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Orc	Orc	False	1	4	0	1	2	Sword	Sword	Sword	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Sword,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Orc	Orc	False	2	7	0	1	2	Sword	Sword	Sword	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2	Sword,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2	HealthValue * health_mult
Orc	Orc	False	3	10	0	1	2	Sword	Sword	Sword,Sword	16	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Sword,Sword,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Orc	Orc	False	4	15	0	1	2	Sword	Sword	Sword,Sword	16	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Sword,Sword,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Phoenix	Phoenix	True	7	50	0	1	2	Burn,Burn2		FlameSlash2,FlameSlash2,FlameSlash2,FlameSlash2,Burn,Burn	13	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	FlameSlash2,FlameSlash2,FlameSlash2,FlameSlash2,Burn,Burn,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Phoenix	Phoenix	True	8	68	0	1	2	Burn,Burn2		FlameSlash3,FlameSlash3,FlameSlash2,FlameSlash2,Burn,Burn	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	FlameSlash3,FlameSlash3,FlameSlash2,FlameSlash2,Burn,Burn,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Phoenix	Phoenix	True	9	87	0	1	2	Burn,Burn2		FlameSlash3,FlameSlash3,FlameSlash3,FlameSlash3,Burn,Burn	13	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	FlameSlash3,FlameSlash3,FlameSlash3,FlameSlash3,Burn,Burn,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3	HealthValue * health_mult
Phoenix	Phoenix	True	10	106	0	1	2	Burn,Burn2		FlameSlash3,FlameSlash3,FlameSlash3,FlameSlash3,Burn2,Burn2	15	Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	FlameSlash3,FlameSlash3,FlameSlash3,FlameSlash3,Burn2,Burn2,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack3,Attack4,Attack4,Attack4	HealthValue * health_mult
Piranha	Piranha	False	1	4	0	1	2	SharkBite		SharkBite,Thrash	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	SharkBite,Thrash,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Piranha	Piranha	False	2	7	0	1	2	SharkBite		SharkBite,Thrash	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	SharkBite,Thrash,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2	HealthValue * health_mult
Piranha	Piranha	False	3	10	0	1	2	SharkBite		SharkBite,Thrash,SharkBite	13	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	SharkBite,Thrash,SharkBite,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Piranha	Piranha	False	4	15	0	1	2	SharkBite		SharkBite,Thrash,SharkBite	13	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	SharkBite,Thrash,SharkBite,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Pixie	Pixie	False	1	3	3	1	2			Explosion,Fireball,Fireball	5	Attack1,Attack1,Attack1,Attack1,Attack1	Explosion,Fireball,Fireball,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Pixie	Pixie	False	2	5	3	1	2			Explosion,Fireball,Fireball,Fireball	5	Attack1,Attack1,Attack1,Attack1,Attack2	Explosion,Fireball,Fireball,Fireball,Attack1,Attack1,Attack1,Attack1,Attack2	HealthValue * health_mult
Pixie	Pixie	False	3	7	3	1	2			Explosion,Fireball,Fireball,Fireball,Haste,Fireball	8	Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2	Explosion,Fireball,Fireball,Fireball,Haste,Fireball,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Pixie	Pixie	False	4	11	3	1	2			Explosion,Fireball,Fireball,Fireball,Haste,Fireball,Haste	8	Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Explosion,Fireball,Fireball,Fireball,Haste,Fireball,Haste,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Priest	Priest	False	1	4	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,PrayerOfViolence	7	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	Salve,Salve,Heal,PrayerOfViolence,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1	HealthValue * health_mult
Priest	Priest	False	2	7	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,PrayerOfViolence,ManaSurge,PrayerOfLife	7	Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2	Salve,Salve,Heal,PrayerOfViolence,ManaSurge,PrayerOfLife,Attack1,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2	HealthValue * health_mult
Priest	Priest	False	3	10	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,PrayerOfViolence,ManaSurge,PrayerOfLife,Haste,Piety,Pendant	10	Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2	Salve,Salve,Heal,PrayerOfViolence,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Attack1,Attack1,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Priest	Priest	False	4	15	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,PrayerOfViolence,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance	10	Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Salve,Salve,Heal,PrayerOfViolence,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,Attack1,Attack1,Attack1,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
Priest	Priest	False	5	20	3	1	2	PrayerOfViolence,PrayerOfWrath,CurseOfDoomPlayer,Ward	PhoenixFeather,Pendant	Salve,Salve,Heal,PrayerOfWrath,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward	12	Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	Salve,Salve,Heal,PrayerOfWrath,ManaSurge,PrayerOfLife,Haste,Piety,Pendant,Ward,Penance,PrayerOfWrath,Ward,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2,Attack2	HealthValue * health_mult
